VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,08/12/2018 09:27:11 PM,08/12/2018 09:38:50 PM,4,1,1,N,264,246,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 09:49:29 PM,08/12/2018 10:09:25 PM,1,3.7,1,N,186,236,1,16.5,0.5,0.5,3.56,0,0.3,21.36
1,08/12/2018 09:13:17 PM,08/12/2018 09:26:24 PM,1,2.6,1,N,186,141,1,11,0.5,0.5,3.05,0,0.3,15.35
1,08/12/2018 09:35:11 PM,08/12/2018 09:59:59 PM,1,6.7,1,N,162,198,2,22.5,0.5,0.5,0,5.76,0.3,29.56
1,08/12/2018 09:45:31 PM,08/12/2018 09:51:00 PM,1,1.2,1,N,162,107,1,6,0.5,0.5,1.8,0,0.3,9.1
2,08/12/2018 09:29:10 PM,08/12/2018 09:35:31 PM,1,1.23,1,N,230,170,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 09:00:06 PM,08/12/2018 09:05:11 PM,4,0.8,1,N,161,164,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 09:14:15 PM,08/12/2018 09:33:35 PM,1,5.3,1,N,137,238,1,19,0.5,0.5,4.05,0,0.3,24.35
1,08/12/2018 09:36:39 PM,08/12/2018 09:43:45 PM,1,1,1,N,238,238,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,08/12/2018 09:59:57 PM,08/12/2018 10:07:42 PM,1,1.4,1,N,142,100,1,7,0.5,0.5,1.66,0,0.3,9.96
1,08/12/2018 09:48:11 PM,08/12/2018 09:59:47 PM,1,1.7,1,N,170,68,1,9,0.5,0.5,2.05,0,0.3,12.35
2,08/12/2018 10:01:15 PM,08/12/2018 10:36:19 PM,1,17.68,2,N,132,164,1,52,0,0.5,10,5.76,0.3,68.56
1,08/12/2018 09:03:40 PM,08/12/2018 09:34:35 PM,1,11.1,1,N,138,249,1,34.5,0.5,0.5,10.7,0,0.3,46.5
1,08/12/2018 09:08:58 PM,08/12/2018 09:35:26 PM,1,4.4,1,N,79,255,1,20.5,0.5,0.5,4.35,0,0.3,26.15
1,08/12/2018 09:58:27 PM,08/12/2018 10:04:21 PM,1,1.3,1,N,125,231,1,6.5,0.5,0.5,0.07,0,0.3,7.87
1,08/12/2018 09:22:33 PM,08/12/2018 09:44:36 PM,1,9.2,1,N,138,79,1,27.5,0.5,0.5,6.9,5.76,0.3,41.46
1,08/12/2018 09:48:21 PM,08/12/2018 09:56:43 PM,1,1,1,N,79,211,1,7,0.5,0.5,1,0,0.3,9.3
1,08/12/2018 09:05:59 PM,08/12/2018 09:12:55 PM,2,1.1,1,N,113,231,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 09:25:38 PM,08/12/2018 09:34:12 PM,2,1.5,1,N,87,125,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,08/12/2018 09:35:53 PM,08/12/2018 09:42:56 PM,1,1.1,1,N,211,148,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 09:54:09 PM,08/12/2018 10:00:36 PM,4,1,1,N,114,79,1,6,0.5,0.5,2,0,0.3,9.3
2,08/12/2018 09:18:39 PM,08/12/2018 09:38:49 PM,2,7.06,1,N,13,229,1,23,0.5,0.5,4.86,0,0.3,29.16
2,08/12/2018 09:11:10 PM,08/12/2018 09:12:24 PM,1,0.34,1,N,141,140,1,3,0.5,0.5,0.86,0,0.3,5.16
2,08/12/2018 09:27:38 PM,08/12/2018 09:40:21 PM,1,3.05,1,N,141,79,2,12,0.5,0.5,0,0,0.3,13.3
2,08/12/2018 09:54:50 PM,08/12/2018 10:10:21 PM,1,3.85,1,N,87,113,1,15,0.5,0.5,0,0,0.3,16.3
2,08/12/2018 09:24:34 PM,08/12/2018 09:26:58 PM,4,0.44,1,N,143,142,1,3.5,0.5,0.5,0.72,0,0.3,5.52
2,08/12/2018 09:42:08 PM,08/12/2018 10:10:50 PM,4,2.29,1,N,246,230,1,17.5,0.5,0.5,5.64,0,0.3,24.44
1,08/12/2018 09:59:31 PM,08/12/2018 10:35:40 PM,2,17.5,2,N,132,113,1,52,0,0.5,11.7,5.76,0.3,70.26
1,08/12/2018 09:05:58 PM,08/12/2018 09:21:36 PM,1,4.7,1,N,186,74,2,15.5,0.5,0.5,0,0,0.3,16.8
1,08/12/2018 09:57:49 PM,08/12/2018 10:11:30 PM,1,2.4,1,N,186,79,1,11,0.5,0.5,2.45,0,0.3,14.75
1,08/12/2018 09:26:43 PM,08/12/2018 09:46:20 PM,1,6.1,1,N,238,243,1,21,0.5,0.5,5.58,0,0.3,27.88
1,08/12/2018 09:05:32 PM,08/12/2018 09:38:55 PM,2,6.5,1,N,246,179,1,26.5,0.5,0.5,5.55,0,0.3,33.35
1,08/12/2018 09:57:46 PM,08/12/2018 10:09:32 PM,4,3.1,1,N,229,68,2,11.5,0.5,0.5,0,0,0.3,12.8
2,08/12/2018 09:40:30 PM,08/12/2018 09:43:18 PM,1,0.8,1,N,79,107,1,4.5,0.5,0.5,1.45,0,0.3,7.25
2,08/12/2018 09:53:40 PM,08/12/2018 10:08:47 PM,4,2.76,1,N,161,114,2,12.5,0.5,0.5,0,0,0.3,13.8
1,08/12/2018 09:12:43 PM,08/12/2018 09:27:26 PM,1,2.3,1,N,68,239,1,12,0.5,0.5,2.65,0,0.3,15.95
1,08/12/2018 09:46:06 PM,08/12/2018 09:53:17 PM,2,1.1,1,N,43,238,1,7,0.5,0.5,1.65,0,0.3,9.95
1,08/12/2018 09:55:34 PM,08/12/2018 10:11:57 PM,1,3.1,1,N,238,68,1,13.5,0.5,0.5,3.7,0,0.3,18.5
2,08/12/2018 09:00:21 PM,08/12/2018 09:07:42 PM,1,1.4,1,N,263,229,1,7.5,0.5,0.5,1,0,0.3,9.8
2,08/12/2018 09:15:30 PM,08/12/2018 09:19:40 PM,1,0.83,1,N,233,100,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 09:36:54 PM,08/12/2018 09:44:31 PM,1,1.03,1,N,48,161,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 09:49:06 PM,08/12/2018 09:59:58 PM,1,2.07,1,N,162,114,1,10,0.5,0.5,3.39,0,0.3,14.69
1,08/12/2018 09:08:34 PM,08/12/2018 09:18:47 PM,1,1.7,1,N,107,48,1,9,0.5,0.5,1.7,0,0.3,12
1,08/12/2018 09:22:00 PM,08/12/2018 09:38:10 PM,1,3.5,1,N,48,79,1,14,0.5,0.5,2,0,0.3,17.3
1,08/12/2018 09:55:51 PM,08/12/2018 10:03:38 PM,1,1.9,1,N,114,88,1,8.5,0.5,0.5,2,0,0.3,11.8
1,08/12/2018 09:32:59 PM,08/12/2018 09:47:35 PM,1,3.2,1,N,264,264,1,13,0.5,0.5,2.85,0,0.3,17.15
1,08/12/2018 09:13:09 PM,08/12/2018 09:25:21 PM,1,1.2,1,N,79,232,1,9,0.5,0.5,1.5,0,0.3,11.8
1,08/12/2018 09:29:11 PM,08/12/2018 09:33:04 PM,1,0.8,1,N,148,79,1,5,0.5,0.5,1.25,0,0.3,7.55
1,08/12/2018 09:34:23 PM,08/12/2018 09:43:27 PM,1,1.7,1,N,79,170,1,8.5,0.5,0.5,1,0,0.3,10.8
1,08/12/2018 09:48:06 PM,08/12/2018 09:57:04 PM,1,1.1,1,N,162,48,1,7.5,0.5,0.5,1,0,0.3,9.8
1,08/12/2018 09:58:35 PM,08/12/2018 10:20:40 PM,1,3.9,1,N,249,142,1,16.5,0.5,0.5,1.78,0,0.3,19.58
1,08/12/2018 09:05:02 PM,08/12/2018 09:19:09 PM,3,1.7,1,N,90,50,1,10.5,0.5,0.5,1.5,0,0.3,13.3
1,08/12/2018 09:20:17 PM,08/12/2018 09:29:57 PM,1,1.2,1,N,50,186,1,8,0.5,0.5,1.85,0,0.3,11.15
1,08/12/2018 09:48:36 PM,08/12/2018 10:01:55 PM,2,2.6,1,N,142,140,1,11.5,0.5,0.5,3.2,0,0.3,16
2,08/12/2018 09:15:51 PM,08/12/2018 09:29:48 PM,1,2.32,1,N,211,186,1,11,0.5,0.5,2.46,0,0.3,14.76
2,08/12/2018 09:34:19 PM,08/12/2018 09:42:46 PM,1,1.17,1,N,186,163,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 09:01:27 PM,08/12/2018 09:32:32 PM,1,13.41,2,N,130,100,1,52,0,0.5,0,5.76,0.3,58.56
2,08/12/2018 09:50:20 PM,08/12/2018 10:19:53 PM,1,3.94,1,N,163,7,1,20.5,0.5,0.5,5.45,0,0.3,27.25
2,08/12/2018 09:29:52 PM,08/12/2018 09:35:50 PM,1,1.9,1,N,142,151,1,7.5,0.5,0.5,1.32,0,0.3,10.12
2,08/12/2018 09:55:14 PM,08/12/2018 09:59:42 PM,1,1.09,1,N,238,75,1,5.5,0.5,0.5,1.22,0,0.3,8.02
2,08/12/2018 09:07:16 PM,08/12/2018 09:44:28 PM,5,17.68,2,N,132,229,2,52,0,0.5,0,5.76,0.3,58.56
2,08/12/2018 09:46:40 PM,08/12/2018 09:46:43 PM,6,0.04,1,N,162,162,3,-2.5,-0.5,-0.5,0,0,-0.3,-3.8
2,08/12/2018 09:46:40 PM,08/12/2018 09:46:43 PM,6,0.04,1,N,162,162,2,2.5,0.5,0.5,0,0,0.3,3.8
2,08/12/2018 08:59:08 PM,08/12/2018 09:11:06 PM,2,1.42,1,N,164,48,2,9,0.5,0.5,0,0,0.3,10.3
2,08/12/2018 09:14:25 PM,08/12/2018 09:29:02 PM,1,3.47,1,N,100,151,2,13,0.5,0.5,0,0,0.3,14.3
2,08/12/2018 09:19:23 PM,08/12/2018 09:29:04 PM,1,2.04,1,N,48,238,1,9.5,0.5,0.5,1.5,0,0.3,12.3
1,08/12/2018 09:51:52 PM,08/12/2018 10:20:48 PM,2,9.5,1,N,132,102,2,30,0.5,0.5,0,0,0.3,31.3
1,08/12/2018 09:10:28 PM,08/12/2018 09:30:07 PM,3,4,1,N,68,263,1,16,0.5,0.5,3.45,0,0.3,20.75
1,08/12/2018 09:42:39 PM,08/12/2018 09:57:42 PM,1,2.3,1,N,263,230,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,08/12/2018 09:27:51 PM,08/12/2018 09:31:48 PM,1,1.16,1,N,141,233,2,5.5,0.5,0.5,0,0,0.3,6.8
2,08/12/2018 09:33:16 PM,08/12/2018 09:46:41 PM,1,3.2,1,N,170,236,1,12.5,0.5,0.5,2.07,0,0.3,15.87
1,08/12/2018 09:19:31 PM,08/12/2018 09:26:14 PM,2,1.9,1,N,229,263,1,8,0.5,0.5,1.4,0,0.3,10.7
1,08/12/2018 09:36:17 PM,08/12/2018 09:48:07 PM,1,2.8,1,N,163,249,1,11,0.5,0.5,2.45,0,0.3,14.75
1,08/12/2018 09:54:00 PM,08/12/2018 10:00:21 PM,2,1.4,1,N,68,79,1,7,0.5,0.5,0,0,0.3,8.3
1,08/12/2018 09:02:34 PM,08/12/2018 09:43:51 PM,1,12.5,1,N,132,189,1,39.5,0.5,0.5,8.15,0,0.3,48.95
1,08/12/2018 09:07:44 PM,08/12/2018 09:20:03 PM,1,2.3,1,N,249,161,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,08/12/2018 09:05:03 PM,08/12/2018 09:07:07 PM,1,0.7,1,N,141,263,1,4,0.5,0.5,2,0,0.3,7.3
1,08/12/2018 09:14:52 PM,08/12/2018 09:40:16 PM,1,3.7,1,N,263,68,2,18,0.5,0.5,0,0,0.3,19.3
1,08/12/2018 09:55:43 PM,08/12/2018 10:23:01 PM,1,6.2,1,N,249,17,1,21.5,0.5,0.5,4.55,0,0.3,27.35
1,08/12/2018 09:29:47 PM,08/12/2018 09:47:58 PM,1,7.2,1,N,87,262,1,22,0.5,0.5,4.65,0,0.3,27.95
2,08/12/2018 09:23:11 PM,08/12/2018 09:24:48 PM,6,0.61,1,N,141,263,1,4,0.5,0.5,2,0,0.3,7.3
2,08/12/2018 09:39:15 PM,08/12/2018 09:52:14 PM,6,2.14,1,N,143,141,1,11,0.5,0.5,3.69,0,0.3,15.99
1,08/12/2018 09:10:00 PM,08/12/2018 09:13:38 PM,3,0.6,1,N,236,237,1,4.5,0.5,0.5,0.87,0,0.3,6.67
1,08/12/2018 09:18:19 PM,08/12/2018 09:22:11 PM,4,0.4,1,N,263,262,1,4.5,0.5,0.5,1,0,0.3,6.8
1,08/12/2018 09:30:45 PM,08/12/2018 09:48:43 PM,2,4.5,1,N,141,158,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,08/12/2018 09:54:57 PM,08/12/2018 10:06:20 PM,5,2.1,1,N,158,164,2,10,0.5,0.5,0,0,0.3,11.3
1,08/12/2018 09:15:23 PM,08/12/2018 09:24:46 PM,1,1.4,1,N,90,48,1,8.5,0.5,0.5,1,0,0.3,10.8
1,08/12/2018 09:37:42 PM,08/12/2018 09:45:20 PM,1,0.8,1,N,186,137,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 09:56:01 PM,08/12/2018 10:06:59 PM,1,1.8,1,N,113,231,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,08/12/2018 09:15:52 PM,08/12/2018 09:31:02 PM,1,3.7,1,N,141,79,1,13.5,0.5,0.5,3.2,0,0.3,18
1,08/12/2018 09:34:09 PM,08/12/2018 09:38:41 PM,1,1,1,N,79,137,1,5.5,0.5,0.5,1,0,0.3,7.8
1,08/12/2018 09:43:35 PM,08/12/2018 09:49:16 PM,2,1.2,1,N,170,79,1,6,0.5,0.5,1.2,0,0.3,8.5
1,08/12/2018 09:32:30 PM,08/12/2018 10:10:05 PM,1,16.2,1,N,132,55,1,46,0.5,0.5,5,0,0.3,52.3
1,08/12/2018 09:02:50 PM,08/12/2018 09:18:12 PM,1,2.4,1,N,234,43,2,11.5,0.5,0.5,0,0,0.3,12.8
1,08/12/2018 09:44:32 PM,08/12/2018 09:59:36 PM,1,2.4,1,N,68,137,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,08/12/2018 09:01:06 PM,08/12/2018 09:15:23 PM,1,2.4,1,N,170,142,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,08/12/2018 09:11:55 PM,08/12/2018 09:17:54 PM,1,0.9,1,N,246,68,1,6,0.5,0.5,1,0,0.3,8.3
1,08/12/2018 09:26:26 PM,08/12/2018 09:32:03 PM,1,0.6,1,N,246,68,3,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 09:40:27 PM,08/12/2018 09:45:04 PM,1,1,1,N,68,246,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 09:50:08 PM,08/12/2018 09:55:11 PM,1,1.3,1,N,246,50,1,6,0.5,0.5,1.45,0,0.3,8.75
2,08/12/2018 09:13:16 PM,08/12/2018 09:23:29 PM,1,2.29,1,N,237,230,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 09:41:38 PM,08/12/2018 09:44:04 PM,1,0.8,1,N,143,239,1,4.5,0.5,0.5,1.45,0,0.3,7.25
2,08/12/2018 09:51:02 PM,08/12/2018 09:54:42 PM,1,1.02,1,N,239,236,2,5.5,0.5,0.5,0,0,0.3,6.8
2,08/12/2018 09:19:32 PM,08/12/2018 09:34:41 PM,2,1.6,1,N,144,4,1,11,0.5,0.5,2.46,0,0.3,14.76
2,08/12/2018 09:45:51 PM,08/12/2018 09:49:04 PM,2,0.93,1,N,144,231,2,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 09:13:18 PM,08/12/2018 09:42:15 PM,1,5.7,1,N,90,181,1,22,0.5,0.5,5.8,0,0.3,29.1
2,08/12/2018 09:06:34 PM,08/12/2018 09:45:41 PM,1,15.27,3,N,113,1,1,62.5,0.5,0,16.16,17.5,0.3,96.96
1,08/12/2018 09:03:32 PM,08/12/2018 09:12:52 PM,2,2,1,N,239,236,1,9,0.5,0.5,2.06,0,0.3,12.36
1,08/12/2018 09:17:40 PM,08/12/2018 09:25:24 PM,1,1.4,1,N,236,238,2,7.5,0.5,0.5,0,0,0.3,8.8
1,08/12/2018 09:39:04 PM,08/12/2018 09:44:53 PM,2,0.8,1,N,142,161,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,08/12/2018 09:52:28 PM,08/12/2018 09:57:48 PM,1,1.1,1,N,162,229,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 09:02:56 PM,08/12/2018 09:18:57 PM,4,1.9,1,N,68,170,2,12,0.5,0.5,0,0,0.3,13.3
1,08/12/2018 09:28:18 PM,08/12/2018 09:38:25 PM,2,1.9,1,N,186,224,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 09:41:08 PM,08/12/2018 09:51:39 PM,1,2.1,1,N,107,161,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,08/12/2018 09:30:06 PM,08/12/2018 09:41:19 PM,4,3.8,1,N,100,238,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,08/12/2018 09:50:18 PM,08/12/2018 10:05:40 PM,1,2.7,1,N,143,90,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,08/12/2018 09:46:31 PM,08/12/2018 10:02:59 PM,1,6.57,1,N,138,41,1,21,0.5,0.5,5.61,5.76,0.3,33.67
2,08/12/2018 09:14:37 PM,08/12/2018 09:29:16 PM,1,3.72,1,N,48,231,1,14,0.5,0.5,3.83,0,0.3,19.13
2,08/12/2018 09:30:27 PM,08/12/2018 09:37:48 PM,1,1.74,1,N,231,68,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 09:43:08 PM,08/12/2018 09:47:40 PM,1,0.73,1,N,68,90,1,5,0.5,0.5,0.94,0,0.3,7.24
2,08/12/2018 09:58:33 PM,08/12/2018 10:08:38 PM,2,1.93,1,N,114,137,2,9.5,0.5,0.5,0,0,0.3,10.8
1,08/12/2018 09:33:15 PM,08/12/2018 09:38:59 PM,1,0.9,1,N,229,163,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 09:50:04 PM,08/12/2018 09:56:58 PM,1,2.1,1,N,107,140,1,8.5,0.5,0.5,1,0,0.3,10.8
2,08/12/2018 09:45:19 PM,08/12/2018 09:52:29 PM,1,1.24,1,N,162,163,1,7,0.5,0.5,1,0,0.3,9.3
2,08/12/2018 09:59:13 PM,08/12/2018 10:05:22 PM,1,0.78,1,N,230,162,2,6,0.5,0.5,0,0,0.3,7.3
1,08/12/2018 09:16:34 PM,08/12/2018 09:22:21 PM,1,0.6,1,N,230,163,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 09:23:35 PM,08/12/2018 09:30:18 PM,1,0.8,1,N,163,229,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 09:39:25 PM,08/12/2018 09:54:24 PM,1,2.3,1,N,161,249,1,11,0.5,0.5,2.45,0,0.3,14.75
1,08/12/2018 09:22:10 PM,08/12/2018 09:47:13 PM,2,9.1,1,N,138,90,1,28.5,0.5,0.5,7.1,5.76,0.3,42.66
1,08/12/2018 09:51:43 PM,08/12/2018 09:57:11 PM,2,1,1,N,186,234,1,6,0.5,0.5,1,0,0.3,8.3
2,08/12/2018 09:09:02 PM,08/12/2018 09:15:02 PM,4,0.9,1,N,142,239,1,6,0.5,0.5,1.46,0,0.3,8.76
2,08/12/2018 09:33:28 PM,08/12/2018 09:55:19 PM,5,3.45,1,N,142,137,2,16,0.5,0.5,0,0,0.3,17.3
1,08/12/2018 09:27:39 PM,08/12/2018 09:42:16 PM,1,3.3,1,N,146,236,1,13.5,0.5,0.5,2.22,0,0.3,17.02
1,08/12/2018 09:46:56 PM,08/12/2018 09:55:30 PM,1,0.9,1,N,237,229,1,7,0.5,0.5,1.65,0,0.3,9.95
2,08/12/2018 09:35:55 PM,08/12/2018 10:15:17 PM,1,18.33,2,N,132,224,1,52,0,0.5,13.2,0,0.3,66
1,08/12/2018 09:23:18 PM,08/12/2018 09:30:55 PM,1,2.2,1,N,140,170,1,9,0.5,0.5,2.55,0,0.3,12.85
1,08/12/2018 09:37:17 PM,08/12/2018 09:42:05 PM,1,1.2,1,N,170,107,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 09:52:42 PM,08/12/2018 10:12:37 PM,1,5.6,1,N,114,239,2,20,0.5,0.5,0,0,0.3,21.3
2,08/12/2018 09:44:12 PM,08/12/2018 10:20:31 PM,6,14.52,2,N,215,164,1,52,0,0.5,14.64,5.76,0.3,73.2
2,08/12/2018 09:38:14 PM,08/12/2018 09:51:27 PM,2,2.48,1,N,151,263,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,08/12/2018 09:08:53 PM,08/12/2018 09:12:38 PM,1,0.8,1,N,162,107,1,5,0.5,0.5,1.25,0,0.3,7.55
1,08/12/2018 09:29:16 PM,08/12/2018 09:33:13 PM,1,0.8,1,N,229,233,1,5,0.5,0.5,1.55,0,0.3,7.85
1,08/12/2018 09:04:35 PM,08/12/2018 09:09:55 PM,1,1.4,1,N,161,234,1,6.5,0.5,0.5,1.17,0,0.3,8.97
1,08/12/2018 09:14:53 PM,08/12/2018 09:33:15 PM,2,2.8,1,N,113,163,1,14,0.5,0.5,3.05,0,0.3,18.35
1,08/12/2018 09:34:14 PM,08/12/2018 09:49:11 PM,2,3.5,1,N,230,144,2,13,0.5,0.5,0,0,0.3,14.3
1,08/12/2018 09:52:27 PM,08/12/2018 09:59:20 PM,1,1.3,1,N,144,231,1,7,0.5,0.5,2.05,0,0.3,10.35
2,08/12/2018 09:19:59 PM,08/12/2018 09:37:12 PM,1,5.23,1,N,137,33,1,17,0.5,0.5,3.66,0,0.3,21.96
2,08/12/2018 09:06:22 PM,08/12/2018 09:53:44 PM,1,20.94,2,N,132,87,1,52,0,0.5,10.56,0,0.3,63.36
2,08/12/2018 09:58:11 PM,08/12/2018 10:13:40 PM,2,4.88,1,N,87,164,2,17,0.5,0.5,0,0,0.3,18.3
2,08/12/2018 09:13:14 PM,08/12/2018 09:27:47 PM,1,2.35,1,N,68,114,2,11,0.5,0.5,0,0,0.3,12.3
2,08/12/2018 09:37:54 PM,08/12/2018 09:45:50 PM,1,1.59,1,N,249,100,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 09:50:12 PM,08/12/2018 10:25:08 PM,1,6.71,1,N,186,66,1,26,0.5,0.5,2.73,0,0.3,30.03
1,08/12/2018 09:29:07 PM,08/12/2018 09:56:37 PM,1,10.5,1,N,132,36,1,31,0.5,0.5,6.45,0,0.3,38.75
2,08/12/2018 09:09:24 PM,08/12/2018 09:17:46 PM,1,1.97,1,N,166,244,2,9,0.5,0.5,0,0,0.3,10.3
2,08/12/2018 08:59:01 PM,08/12/2018 09:22:20 PM,1,4.38,1,N,234,87,1,19.5,0.5,0.5,6.24,0,0.3,27.04
2,08/12/2018 09:24:16 PM,08/12/2018 09:36:27 PM,1,2.62,1,N,87,249,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,08/12/2018 09:21:02 PM,08/13/2018 09:01:50 PM,1,3.57,1,N,148,230,2,16.5,0.5,0.5,0,0,0.3,17.8
2,08/12/2018 09:45:17 PM,08/12/2018 09:54:40 PM,1,1.28,1,N,230,143,1,8,0.5,0.5,2,0,0.3,11.3
2,08/12/2018 09:19:42 PM,08/12/2018 09:26:18 PM,1,1.87,1,N,231,113,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 09:27:55 PM,08/12/2018 09:43:16 PM,1,3.56,1,N,113,141,2,13.5,0.5,0.5,0,0,0.3,14.8
1,08/12/2018 09:02:48 PM,08/12/2018 09:05:40 PM,1,1,1,N,75,74,2,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 09:39:59 PM,08/12/2018 09:43:30 PM,1,1,1,N,143,238,1,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 09:53:04 PM,08/12/2018 10:00:55 PM,1,2.5,1,N,48,249,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,08/12/2018 09:19:12 PM,08/12/2018 09:28:15 PM,1,1.6,1,N,164,246,1,8,0.5,0.5,2.3,0,0.3,11.6
1,08/12/2018 09:59:57 PM,08/12/2018 10:05:09 PM,1,1.1,1,N,209,13,1,6,0.5,0.5,2.15,0,0.3,9.45
1,08/12/2018 09:23:16 PM,08/12/2018 09:32:55 PM,1,4.3,1,N,132,10,1,14,0.5,0.5,3,0,0.3,18.3
2,08/12/2018 08:56:14 PM,08/12/2018 09:26:09 PM,1,5.67,1,N,186,255,1,23.5,0.5,0.5,4.96,0,0.3,29.76
2,08/12/2018 09:30:11 PM,08/12/2018 09:43:47 PM,1,5.02,1,N,132,219,2,17,0.5,0.5,0,0,0.3,18.3
2,08/12/2018 09:09:34 PM,08/12/2018 09:41:35 PM,1,17.12,1,N,132,213,1,46,0.5,0.5,9.46,0,0.3,56.76
2,08/12/2018 09:06:58 PM,08/12/2018 09:10:41 PM,1,0.71,1,N,125,249,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,08/12/2018 09:13:14 PM,08/12/2018 09:23:47 PM,1,1.39,1,N,249,100,2,8.5,0.5,0.5,0,0,0.3,9.8
2,08/12/2018 09:26:51 PM,08/12/2018 09:30:40 PM,1,0.57,1,N,164,170,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,08/12/2018 09:32:54 PM,08/12/2018 09:37:14 PM,1,1.03,1,N,137,224,1,5.5,0.5,0.5,1,0,0.3,7.8
2,08/12/2018 09:54:02 PM,08/12/2018 10:10:09 PM,1,2.81,1,N,90,143,1,13,0.5,0.5,2.86,0,0.3,17.16
1,08/12/2018 09:16:56 PM,08/12/2018 09:32:55 PM,1,2.5,1,N,186,230,1,12,0.5,0.5,1.5,0,0.3,14.8
1,08/12/2018 09:42:48 PM,08/12/2018 09:46:56 PM,1,1.2,1,N,186,249,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,08/12/2018 09:48:52 PM,08/12/2018 10:04:32 PM,1,3.9,1,N,249,142,1,15,0.5,0.5,1.25,0,0.3,17.55
2,08/12/2018 09:32:49 PM,08/12/2018 10:05:17 PM,1,15.99,1,N,132,145,1,44,0.5,0.5,9.06,0,0.3,54.36
1,08/12/2018 09:36:27 PM,08/12/2018 09:43:00 PM,1,1.2,1,N,186,113,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,08/12/2018 09:55:13 PM,08/12/2018 10:12:17 PM,1,2.9,1,N,186,239,1,13.5,0.5,0.5,2.22,0,0.3,17.02
1,08/12/2018 09:46:26 PM,08/12/2018 09:49:28 PM,2,0.4,1,N,249,249,2,4,0.5,0.5,0,0,0.3,5.3
1,08/12/2018 09:55:20 PM,08/12/2018 09:58:24 PM,2,0.3,1,N,68,90,2,4,0.5,0.5,0,0,0.3,5.3
2,08/12/2018 09:11:30 PM,08/12/2018 09:22:28 PM,1,2.23,1,N,170,141,1,10,0.5,0.5,2.26,0,0.3,13.56
2,08/12/2018 09:25:07 PM,08/12/2018 09:27:13 PM,1,0.98,1,N,141,75,1,4.5,0.5,0.5,0.5,0,0.3,6.3
2,08/12/2018 09:37:48 PM,08/12/2018 09:50:31 PM,1,2.66,1,N,237,68,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,08/12/2018 09:51:34 PM,08/12/2018 10:01:15 PM,1,1.2,1,N,186,170,1,8,0.5,0.5,1.86,0,0.3,11.16
1,08/12/2018 09:26:37 PM,08/12/2018 09:52:37 PM,1,9.9,1,N,138,211,1,30,0.5,0.5,5,0,0.3,36.3
